_id,Month,In_Out,Australian_City,International_City,Airline,Route,Port_Country,Port_Region,Service_Country,Service_Region,Stops,All_Flights,Max_Seats,Year,Month_num,AUS_Population,AUS_State
99569,Aug-19,I,Sydney,Hangzhou,China Eastern Airlines,BJS-HGH-SYD,China,NE Asia,China,NE Asia,0,14,3220,2019,8,5184896,New South Wales (NSW)
99570,Aug-19,I,Sydney,Hanoi,Vietnam Airlines,HAN-SYD,Vietnam,SE Asia,Vietnam,SE Asia,0,13,3562,2019,8,5184896,New South Wales (NSW)
99571,Aug-19,I,Sydney,Ho Chi Minh City,Jetstar,SGN-SYD,Vietnam,SE Asia,Vietnam,SE Asia,0,14,4690,2019,8,5184896,New South Wales (NSW)
99572,Aug-19,I,Sydney,Ho Chi Minh City,Vietnam Airlines,SGN-SYD,Vietnam,SE Asia,Vietnam,SE Asia,0,29,7946,2019,8,5184896,New South Wales (NSW)
99573,Aug-19,I,Sydney,Hong Kong,Cathay Pacific Airways,HKG-SYD,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,118,36419,2019,8,5184896,New South Wales (NSW)
99574,Aug-19,I,Sydney,Hong Kong,Qantas Airways,HKG-SYD,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,59,15277,2019,8,5184896,New South Wales (NSW)
99575,Aug-19,I,Sydney,Hong Kong,Virgin Australia,HKG-SYD,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,30,8250,2019,8,5184896,New South Wales (NSW)
99576,Aug-19,I,Sydney,Honolulu,Hawaiian Airlines,HNL-SYD,USA,N America,USA,N America,0,27,7479,2019,8,5184896,New South Wales (NSW)
99577,Aug-19,I,Sydney,Honolulu,Jetstar,HNL-SYD,USA,N America,USA,N America,0,22,7370,2019,8,5184896,New South Wales (NSW)
99578,Aug-19,I,Sydney,Honolulu,Qantas Airways,HNL-SYD,USA,N America,USA,N America,0,18,6418,2019,8,5184896,New South Wales (NSW)
99579,Aug-19,I,Sydney,Houston,United Airlines,IAH-SYD,USA,N America,USA,N America,0,17,4284,2019,8,5184896,New South Wales (NSW)
99580,Aug-19,I,Sydney,Jakarta,Garuda Indonesia,JKT-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,19,4450,2019,8,5184896,New South Wales (NSW)
99581,Aug-19,I,Sydney,Jakarta,Qantas Airways,JKT-DRW-SYD,Indonesia,SE Asia,Indonesia,SE Asia,1,1,297,2019,8,5184896,New South Wales (NSW)
99582,Aug-19,I,Sydney,Jakarta,Qantas Airways,JKT-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,25,6813,2019,8,5184896,New South Wales (NSW)
99583,Aug-19,I,Sydney,Johannesburg,Qantas Airways,JNB-SYD,South Africa,Africa,South Africa,Africa,0,27,9828,2019,8,5184896,New South Wales (NSW)
99584,Aug-19,I,Sydney,Kuala Lumpur,AirAsia X,KUL-SYD,Malaysia,SE Asia,Malaysia,SE Asia,0,31,11687,2019,8,5184896,New South Wales (NSW)
99585,Aug-19,I,Sydney,Kuala Lumpur,Malaysia Airlines,KUL-SYD,Malaysia,SE Asia,Malaysia,SE Asia,0,62,17976,2019,8,5184896,New South Wales (NSW)
99586,Aug-19,I,Sydney,Kuala Lumpur,Malindo Air,KUL-DPS-SYD,Malaysia,SE Asia,Malaysia,SE Asia,1,17,2790,2019,8,5184896,New South Wales (NSW)
99587,Aug-19,I,Sydney,Kunming,China Eastern Airlines,KMG-SYD,China,NE Asia,China,NE Asia,0,9,2088,2019,8,5184896,New South Wales (NSW)
99588,Aug-19,I,Sydney,London,British Airways,LON-SIN-SYD,UK,Europe,UK,Europe,1,31,9207,2019,8,5184896,New South Wales (NSW)
99589,Aug-19,I,Sydney,London,Qantas Airways,LON-SIN-SYD,UK,Europe,UK,Europe,1,31,15002,2019,8,5184896,New South Wales (NSW)
99590,Aug-19,I,Sydney,Los Angeles,American Airlines,LAX-SYD,USA,N America,USA,N America,0,31,8804,2019,8,5184896,New South Wales (NSW)
99591,Aug-19,I,Sydney,Los Angeles,Delta Air Lines,LAX-SYD,USA,N America,USA,N America,0,31,8928,2019,8,5184896,New South Wales (NSW)
99592,Aug-19,I,Sydney,Los Angeles,Qantas Airways,LAX-SYD,USA,N America,USA,N America,0,1,484,2019,8,5184896,New South Wales (NSW)
99593,Aug-19,I,Sydney,Los Angeles,Qantas Airways,NYC-LAX-SYD,USA,N America,USA,N America,0,29,14034,2019,8,5184896,New South Wales (NSW)
99594,Aug-19,I,Sydney,Los Angeles,United Airlines,LAX-SYD,USA,N America,USA,N America,0,14,3528,2019,8,5184896,New South Wales (NSW)
99595,Aug-19,I,Sydney,Los Angeles,Virgin Australia,LAX-SYD,USA,N America,USA,N America,0,29,9831,2019,8,5184896,New South Wales (NSW)
99596,Aug-19,I,Sydney,Manila,Cebu Pacific Air,MNL-SYD,Philippines,SE Asia,Philippines,SE Asia,0,19,8284,2019,8,5184896,New South Wales (NSW)
99597,Aug-19,I,Sydney,Manila,Philippine Airlines,MNL-SYD,Philippines,SE Asia,Philippines,SE Asia,0,26,8034,2019,8,5184896,New South Wales (NSW)
99598,Aug-19,I,Sydney,Manila,Qantas Airways,MNL-SYD,Philippines,SE Asia,Philippines,SE Asia,0,26,7072,2019,8,5184896,New South Wales (NSW)
99599,Aug-19,I,Sydney,Nadi,Fiji Airways,NAN-SYD,Fiji,Islands,Fiji,Islands,0,58,13197,2019,8,5184896,New South Wales (NSW)
99600,Aug-19,I,Sydney,Nadi,Jetstar,NAN-SYD,Fiji,Islands,Fiji,Islands,0,23,4278,2019,8,5184896,New South Wales (NSW)
99601,Aug-19,I,Sydney,Nadi,Qantas Airways,NAN-SYD,Fiji,Islands,Fiji,Islands,0,18,3043,2019,8,5184896,New South Wales (NSW)
99602,Aug-19,I,Sydney,Nadi,Virgin Australia,NAN-SYD,Fiji,Islands,Fiji,Islands,0,35,6655,2019,8,5184896,New South Wales (NSW)
99603,Aug-19,I,Sydney,Nanjing,China Eastern Airlines,BJS-NKG-SYD,China,NE Asia,China,NE Asia,0,14,3220,2019,8,5184896,New South Wales (NSW)
99604,Aug-19,I,Sydney,New Delhi,Air India,DEL-SYD,India,S Asia,India,S Asia,0,22,5632,2019,8,5184896,New South Wales (NSW)
99605,Aug-19,I,Sydney,New York,Qantas Airways,NYC-LAX-SYD,USA,N America,USA,N America,1,29,6844,2019,8,5184896,New South Wales (NSW)
99606,Aug-19,I,Sydney,Noumea,Air Caledonie,NOU-SYD,New Caledonia,Islands,New Caledonia,Islands,0,13,3083,2019,8,5184896,New South Wales (NSW)
99607,Aug-19,I,Sydney,Noumea,Qantas Airways,NOU-SYD,New Caledonia,Islands,New Caledonia,Islands,0,17,3043,2019,8,5184896,New South Wales (NSW)
99608,Aug-19,I,Sydney,Osaka,Qantas Airways,OSA-SYD,Japan,NE Asia,Japan,NE Asia,0,14,3974,2019,8,5184896,New South Wales (NSW)
99609,Aug-19,I,Sydney,Phuket,Jetstar,HKT-SYD,Thailand,SE Asia,Thailand,SE Asia,0,13,4355,2019,8,5184896,New South Wales (NSW)
99610,Aug-19,I,Sydney,Port Moresby,Air Niugini,POM-SYD,Papua New Guinea,Islands,Papua New Guinea,Islands,0,9,1210,2019,8,5184896,New South Wales (NSW)
99611,Aug-19,I,Sydney,Port Vila,Air Vanuatu,VLI-SYD,Vanuatu,Islands,Vanuatu,Islands,0,31,5270,2019,8,5184896,New South Wales (NSW)
99612,Aug-19,I,Sydney,Qingdao,Beijing Capital Airlines,TAO-SYD,China,NE Asia,China,NE Asia,0,14,3189,2019,8,5184896,New South Wales (NSW)
99613,Aug-19,I,Sydney,Queenstown,Air New Zealand,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,38,6198,2019,8,5184896,New South Wales (NSW)
99614,Aug-19,I,Sydney,Queenstown,Jetstar,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,22,4092,2019,8,5184896,New South Wales (NSW)
99615,Aug-19,I,Sydney,Queenstown,Qantas Airways,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,54,8441,2019,8,5184896,New South Wales (NSW)
99616,Aug-19,I,Sydney,Queenstown,Virgin Australia,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5456,2019,8,5184896,New South Wales (NSW)
99617,Aug-19,I,Sydney,Rarotonga,Air New Zealand,RAR-SYD,Cook Islands,Islands,Cook Islands,Islands,0,5,1522,2019,8,5184896,New South Wales (NSW)
99618,Aug-19,I,Sydney,San Francisco,Qantas Airways,SFO-SYD,USA,N America,USA,N America,0,28,10191,2019,8,5184896,New South Wales (NSW)
99619,Aug-19,I,Sydney,San Francisco,United Airlines,SFO-SYD,USA,N America,USA,N America,0,31,7812,2019,8,5184896,New South Wales (NSW)
99620,Aug-19,I,Sydney,Santiago,LATAM Airlines,SCL-AKL-SYD,Chile,S America,Chile,S America,1,31,9515,2019,8,5184896,New South Wales (NSW)
99621,Aug-19,I,Sydney,Santiago,Qantas Airways,SCL-SYD,Chile,S America,Chile,S America,0,13,4732,2019,8,5184896,New South Wales (NSW)
99622,Aug-19,I,Sydney,Seoul,Asiana Airlines,SEL-SYD,Korea,NE Asia,Korea,NE Asia,0,31,9393,2019,8,5184896,New South Wales (NSW)
99623,Aug-19,I,Sydney,Seoul,Korean Air,SEL-SYD,Korea,NE Asia,Korea,NE Asia,0,31,8316,2019,8,5184896,New South Wales (NSW)
99624,Aug-19,I,Sydney,Shanghai,China Eastern Airlines,SHA-SYD,China,NE Asia,China,NE Asia,0,44,11866,2019,8,5184896,New South Wales (NSW)
99625,Aug-19,I,Sydney,Shanghai,Qantas Airways,SHA-SYD,China,NE Asia,China,NE Asia,0,29,7868,2019,8,5184896,New South Wales (NSW)
99626,Aug-19,I,Sydney,Shenzhen,China Southern Airlines,SZX-SYD,China,NE Asia,China,NE Asia,0,12,3408,2019,8,5184896,New South Wales (NSW)
99627,Aug-19,I,Sydney,Singapore,British Airways,LON-SIN-SYD,Singapore,SE Asia,UK,Europe,0,31,9207,2019,8,5184896,New South Wales (NSW)
99628,Aug-19,I,Sydney,Singapore,Qantas Airways,LON-SIN-SYD,Singapore,SE Asia,UK,Europe,0,31,15002,2019,8,5184896,New South Wales (NSW)
99629,Aug-19,I,Sydney,Singapore,Qantas Airways,SIN-SYD,Singapore,SE Asia,Singapore,SE Asia,0,30,8352,2019,8,5184896,New South Wales (NSW)
99630,Aug-19,I,Sydney,Singapore,Scoot Tigerair,SIN-SYD,Singapore,SE Asia,Singapore,SE Asia,0,15,5453,2019,8,5184896,New South Wales (NSW)
99631,Aug-19,I,Sydney,Singapore,Singapore Airlines,SIN-SYD,Singapore,SE Asia,Singapore,SE Asia,0,124,42810,2019,8,5184896,New South Wales (NSW)
99632,Aug-19,I,Sydney,Singapore,Singapore Airlines,SIN-SYD-CBR,Singapore,SE Asia,Singapore,SE Asia,0,31,8204,2019,8,5184896,New South Wales (NSW)
99633,Aug-19,I,Sydney,Taipei,China Airlines,TPE-SYD,Taiwan,NE Asia,Taiwan,NE Asia,0,44,13464,2019,8,5184896,New South Wales (NSW)
99634,Aug-19,I,Sydney,Tokyo,All Nippon Airways,TYO-SYD,Japan,NE Asia,Japan,NE Asia,0,31,7440,2019,8,5184896,New South Wales (NSW)
99635,Aug-19,I,Sydney,Tokyo,Japan Airlines,TYO-SYD,Japan,NE Asia,Japan,NE Asia,0,31,6045,2019,8,5184896,New South Wales (NSW)
99636,Aug-19,I,Sydney,Tokyo,Qantas Airways,TYO-SYD,Japan,NE Asia,Japan,NE Asia,0,31,11282,2019,8,5184896,New South Wales (NSW)
99637,Aug-19,I,Sydney,Tongatapu,Virgin Australia,TBU-SYD,Tonga,Islands,Tonga,Islands,0,9,1584,2019,8,5184896,New South Wales (NSW)
99638,Aug-19,I,Sydney,Toronto,Air Canada,YYZ-YVR-SYD,Canada,N America,Canada,N America,1,31,9400,2019,8,5184896,New South Wales (NSW)
99639,Aug-19,I,Sydney,Vancouver,Air Canada,YYZ-YVR-SYD,Canada,N America,Canada,N America,0,31,9400,2019,8,5184896,New South Wales (NSW)
99640,Aug-19,I,Sydney,Wellington,Air New Zealand,WLG-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,45,7335,2019,8,5184896,New South Wales (NSW)
99641,Aug-19,I,Sydney,Wellington,Qantas Airways,WLG-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,62,10788,2019,8,5184896,New South Wales (NSW)
99642,Aug-19,I,Sydney,Wellington,Virgin Australia,WLG-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,17,2992,2019,8,5184896,New South Wales (NSW)
99643,Aug-19,I,Sydney,Wuhan,China Eastern Airlines,XIY-WUH-SYD,China,NE Asia,China,NE Asia,0,14,3220,2019,8,5184896,New South Wales (NSW)
99644,Aug-19,I,Sydney,Xiamen,Xiamen Airlines,XMN-SYD,China,NE Asia,China,NE Asia,0,16,3776,2019,8,5184896,New South Wales (NSW)
99645,Aug-19,I,Sydney,Xi'an,China Eastern Airlines,XIY-WUH-SYD,China,NE Asia,China,NE Asia,1,14,3220,2019,8,5184896,New South Wales (NSW)
99646,Aug-19,O,Adelaide,Auckland,Air New Zealand,ADL-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,14,4288,2019,8,1379280,South Australia (SA)
99647,Aug-19,O,Adelaide,Denpasar,Jetstar,ADL-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,51,9414,2019,8,1379280,South Australia (SA)
99648,Aug-19,O,Adelaide,Denpasar,Malindo Air,ADL-DPS-KUL,Indonesia,SE Asia,Malaysia,SE Asia,0,17,2754,2019,8,1379280,South Australia (SA)
99649,Aug-19,O,Adelaide,Doha,Qatar Airways,ADL-DOH,Qatar,Middle East,Qatar,Middle East,0,31,8773,2019,8,1379280,South Australia (SA)
99650,Aug-19,O,Adelaide,Dubai,Emirates,ADL-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,9362,2019,8,1379280,South Australia (SA)
99651,Aug-19,O,Adelaide,Guangzhou,China Southern Airlines,ADL-CAN,China,NE Asia,China,NE Asia,0,14,3692,2019,8,1379280,South Australia (SA)
99652,Aug-19,O,Adelaide,Hong Kong,Cathay Pacific Airways,ADL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,21,5222,2019,8,1379280,South Australia (SA)
99653,Aug-19,O,Adelaide,Kuala Lumpur,Malaysia Airlines,ADL-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,23,6670,2019,8,1379280,South Australia (SA)
99654,Aug-19,O,Adelaide,Kuala Lumpur,Malindo Air,ADL-DPS-KUL,Malaysia,SE Asia,Malaysia,SE Asia,1,17,2754,2019,8,1379280,South Australia (SA)
99655,Aug-19,O,Adelaide,Singapore,Singapore Airlines,ADL-SIN,Singapore,SE Asia,Singapore,SE Asia,0,31,9393,2019,8,1379280,South Australia (SA)
99656,Aug-19,O,Brisbane,Abu Dhabi,Etihad Airways,BNE-AUH,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,9269,2019,8,2536449,Queensland (QLD)
99657,Aug-19,O,Brisbane,Apia,Samoa Airways,BNE-APW,Western Samoa,Islands,Western Samoa,Islands,0,8,1360,2019,8,2536449,Queensland (QLD)
99658,Aug-19,O,Brisbane,Apia,Virgin Australia,BNE-APW,Western Samoa,Islands,Western Samoa,Islands,0,5,880,2019,8,2536449,Queensland (QLD)
99659,Aug-19,O,Brisbane,Auckland,Air New Zealand,BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,70,17769,2019,8,2536449,Queensland (QLD)
99660,Aug-19,O,Brisbane,Auckland,China Airlines,TPE-BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,31,9486,2019,8,2536449,Queensland (QLD)
99661,Aug-19,O,Brisbane,Auckland,Qantas Airways,BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,57,12653,2019,8,2536449,Queensland (QLD)
99662,Aug-19,O,Brisbane,Auckland,Virgin Australia,BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,69,12144,2019,8,2536449,Queensland (QLD)
99663,Aug-19,O,Brisbane,Bandar Seri Begawan,Royal Brunei Airlines,BNE-BWN,Brunei,SE Asia,Brunei,SE Asia,0,17,2550,2019,8,2536449,Queensland (QLD)
99664,Aug-19,O,Brisbane,Bangkok,Thai AirAsia X,BNE-BKK,Thailand,SE Asia,Thailand,SE Asia,0,14,5278,2019,8,2536449,Queensland (QLD)
99665,Aug-19,O,Brisbane,Bangkok,Thai Airways International,BNE-BKK,Thailand,SE Asia,Thailand,SE Asia,0,17,4964,2019,8,2536449,Queensland (QLD)
99666,Aug-19,O,Brisbane,Christchurch,Air New Zealand,BNE-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5789,2019,8,2536449,Queensland (QLD)
99667,Aug-19,O,Brisbane,Christchurch,Qantas Airways,BNE-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,24,4176,2019,8,2536449,Queensland (QLD)
99668,Aug-19,O,Brisbane,Christchurch,Virgin Australia,BNE-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5456,2019,8,2536449,Queensland (QLD)
99669,Aug-19,O,Brisbane,Denpasar,Jetstar,BNE-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,31,10385,2019,8,2536449,Queensland (QLD)
99670,Aug-19,O,Brisbane,Denpasar,Malindo Air,BNE-DPS-KUL,Indonesia,SE Asia,Malaysia,SE Asia,0,18,2952,2019,8,2536449,Queensland (QLD)
99671,Aug-19,O,Brisbane,Denpasar,Virgin Australia,BNE-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,45,7920,2019,8,2536449,Queensland (QLD)
99672,Aug-19,O,Brisbane,Dubai,Emirates,BNE-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,26889,2019,8,2536449,Queensland (QLD)
99673,Aug-19,O,Brisbane,Dubai,Emirates,BNE-SIN-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,10978,2019,8,2536449,Queensland (QLD)
99674,Aug-19,O,Brisbane,Dunedin,Virgin Australia,BNE-DUD,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2288,2019,8,2536449,Queensland (QLD)
99675,Aug-19,O,Brisbane,Espiritu Santo,Air Vanuatu,BNE-SON,Vanuatu,Islands,Vanuatu,Islands,0,4,504,2019,8,2536449,Queensland (QLD)
99676,Aug-19,O,Brisbane,Guangzhou,China Southern Airlines,BNE-CAN,China,NE Asia,China,NE Asia,0,31,8292,2019,8,2536449,Queensland (QLD)
99677,Aug-19,O,Brisbane,Hong Kong,Cathay Pacific Airways,BNE-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,8680,2019,8,2536449,Queensland (QLD)
99678,Aug-19,O,Brisbane,Hong Kong,Cathay Pacific Airways,CNS-BNE-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,18,4518,2019,8,2536449,Queensland (QLD)
99679,Aug-19,O,Brisbane,Hong Kong,Qantas Airways,BNE-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,30,8559,2019,8,2536449,Queensland (QLD)
99680,Aug-19,O,Brisbane,Honiara,Nauru Airlines,BNE-HIR-INU,Solomon Islands,Islands,Nauru,Islands,0,9,1152,2019,8,2536449,Queensland (QLD)
99681,Aug-19,O,Brisbane,Honiara,Solomon Airlines,BNE-HIR,Solomon Islands,Islands,Solomon Islands,Islands,0,16,2176,2019,8,2536449,Queensland (QLD)
99682,Aug-19,O,Brisbane,Honiara,Solomon Airlines,BNE-MUA-HIR,Solomon Islands,Islands,Solomon Islands,Islands,1,5,680,2019,8,2536449,Queensland (QLD)
99683,Aug-19,O,Brisbane,Honiara,Virgin Australia,BNE-HIR,Solomon Islands,Islands,Solomon Islands,Islands,0,9,1584,2019,8,2536449,Queensland (QLD)
99684,Aug-19,O,Brisbane,Honolulu,Hawaiian Airlines,BNE-HNL,USA,N America,USA,N America,0,14,3878,2019,8,2536449,Queensland (QLD)
99685,Aug-19,O,Brisbane,Kuala Lumpur,Malaysia Airlines,BNE-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,18,5220,2019,8,2536449,Queensland (QLD)
99686,Aug-19,O,Brisbane,Kuala Lumpur,Malindo Air,BNE-DPS-KUL,Malaysia,SE Asia,Malaysia,SE Asia,1,18,2952,2019,8,2536449,Queensland (QLD)
99687,Aug-19,O,Brisbane,Los Angeles,Qantas Airways,BNE-LAX,USA,N America,USA,N America,0,43,10146,2019,8,2536449,Queensland (QLD)
99688,Aug-19,O,Brisbane,Los Angeles,Virgin Australia,BNE-LAX,USA,N America,USA,N America,0,27,9153,2019,8,2536449,Queensland (QLD)
99689,Aug-19,O,Brisbane,Manila,Philippine Airlines,BNE-MNL,Philippines,SE Asia,Philippines,SE Asia,0,23,3864,2019,8,2536449,Queensland (QLD)
99690,Aug-19,O,Brisbane,Munda,Solomon Airlines,BNE-MUA-HIR,Solomon Islands,Islands,Solomon Islands,Islands,0,5,680,2019,8,2536449,Queensland (QLD)
99691,Aug-19,O,Brisbane,Nadi,Fiji Airways,BNE-NAN,Fiji,Islands,Fiji,Islands,0,24,4689,2019,8,2536449,Queensland (QLD)
99692,Aug-19,O,Brisbane,Nadi,Virgin Australia,BNE-NAN,Fiji,Islands,Fiji,Islands,0,31,5852,2019,8,2536449,Queensland (QLD)
99693,Aug-19,O,Brisbane,Nauru,Nauru Airlines,BNE-HIR-INU,Nauru,Islands,Nauru,Islands,1,9,1152,2019,8,2536449,Queensland (QLD)
99694,Aug-19,O,Brisbane,Nauru,Nauru Airlines,BNE-INU,Nauru,Islands,Nauru,Islands,0,8,1024,2019,8,2536449,Queensland (QLD)
99695,Aug-19,O,Brisbane,Noumea,Air Caledonie,BNE-NOU,New Caledonia,Islands,New Caledonia,Islands,0,13,1946,2019,8,2536449,Queensland (QLD)
99696,Aug-19,O,Brisbane,Noumea,Qantas Airways,BNE-NOU,New Caledonia,Islands,New Caledonia,Islands,0,9,1728,2019,8,2536449,Queensland (QLD)
99697,Aug-19,O,Brisbane,Port Moresby,Air Niugini,BNE-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,31,6329,2019,8,2536449,Queensland (QLD)
99698,Aug-19,O,Brisbane,Port Moresby,Qantas Airways,BNE-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,31,5301,2019,8,2536449,Queensland (QLD)
99699,Aug-19,O,Brisbane,Port Moresby,Virgin Australia,BNE-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,22,2200,2019,8,2536449,Queensland (QLD)
99700,Aug-19,O,Brisbane,Port Vila,Air Vanuatu,BNE-VLI,Vanuatu,Islands,Vanuatu,Islands,0,18,2268,2019,8,2536449,Queensland (QLD)
99701,Aug-19,O,Brisbane,Port Vila,Virgin Australia,BNE-VLI,Vanuatu,Islands,Vanuatu,Islands,0,17,2992,2019,8,2536449,Queensland (QLD)
99702,Aug-19,O,Brisbane,Queenstown,Air New Zealand,BNE-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2125,2019,8,2536449,Queensland (QLD)
99703,Aug-19,O,Brisbane,Queenstown,Qantas Airways,BNE-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,9,1503,2019,8,2536449,Queensland (QLD)
99704,Aug-19,O,Brisbane,Queenstown,Virgin Australia,BNE-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,38,6688,2019,8,2536449,Queensland (QLD)
99705,Aug-19,O,Brisbane,Seoul,Korean Air,BNE-SEL,Korea,NE Asia,Korea,NE Asia,0,17,4556,2019,8,2536449,Queensland (QLD)
99706,Aug-19,O,Brisbane,Shanghai,China Eastern Airlines,BNE-SHA,China,NE Asia,China,NE Asia,0,18,4168,2019,8,2536449,Queensland (QLD)
99707,Aug-19,O,Brisbane,Shenzhen,Hainan Airlines,BNE-SZX,China,NE Asia,China,NE Asia,0,14,4284,2019,8,2536449,Queensland (QLD)
99708,Aug-19,O,Brisbane,Singapore,Emirates,BNE-SIN-DXB,Singapore,SE Asia,United Arab Emirates,Middle East,0,31,10978,2019,8,2536449,Queensland (QLD)
99709,Aug-19,O,Brisbane,Singapore,Qantas Airways,BNE-SIN,Singapore,SE Asia,Singapore,SE Asia,0,29,8139,2019,8,2536449,Queensland (QLD)
99710,Aug-19,O,Brisbane,Singapore,Singapore Airlines,BNE-SIN,Singapore,SE Asia,Singapore,SE Asia,0,124,36022,2019,8,2536449,Queensland (QLD)
99711,Aug-19,O,Brisbane,Taipei,China Airlines,AKL-BNE-TPE,Taiwan,NE Asia,Taiwan,NE Asia,0,31,9486,2019,8,2536449,Queensland (QLD)
99712,Aug-19,O,Brisbane,Taipei,Eva Air,BNE-TPE,Taiwan,NE Asia,Taiwan,NE Asia,0,22,6798,2019,8,2536449,Queensland (QLD)
99713,Aug-19,O,Brisbane,Tokyo,Qantas Airways,BNE-TYO,Japan,NE Asia,Japan,NE Asia,0,31,9115,2019,8,2536449,Queensland (QLD)
99714,Aug-19,O,Brisbane,Vancouver,Air Canada,BNE-YVR,Canada,N America,Canada,N America,0,31,7870,2019,8,2536449,Queensland (QLD)
99715,Aug-19,O,Brisbane,Wellington,Air New Zealand,BNE-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,17,2771,2019,8,2536449,Queensland (QLD)
99716,Aug-19,O,Brisbane,Wellington,Virgin Australia,BNE-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,39,6864,2019,8,2536449,Queensland (QLD)
99717,Aug-19,O,Cairns,Auckland,Air New Zealand,CNS-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,17,4928,2019,8,158178,Queensland (QLD)
99718,Aug-19,O,Cairns,Denpasar,Jetstar,CNS-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,18,3312,2019,8,158178,Queensland (QLD)
99719,Aug-19,O,Cairns,Hong Kong,Cathay Pacific Airways,CNS-BNE-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,18,4518,2019,8,158178,Queensland (QLD)
99720,Aug-19,O,Cairns,Osaka,Jetstar,CNS-OSA,Japan,NE Asia,Japan,NE Asia,0,28,9380,2019,8,158178,Queensland (QLD)
99721,Aug-19,O,Cairns,Port Moresby,Air Niugini,CNS-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,40,3540,2019,8,158178,Queensland (QLD)
99722,Aug-19,O,Cairns,Port Moresby,Qantas Airways,CNS-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,30,2220,2019,8,158178,Queensland (QLD)
99723,Aug-19,O,Cairns,Shenzhen,Hainan Airlines,CNS-SZX,China,NE Asia,China,NE Asia,0,13,2782,2019,8,158178,Queensland (QLD)
99724,Aug-19,O,Cairns,Singapore,Silk Air,CNS-SIN,Singapore,SE Asia,Singapore,SE Asia,0,31,5022,2019,8,158178,Queensland (QLD)
99725,Aug-19,O,Cairns,Tokyo,Jetstar,CNS-TYO,Japan,NE Asia,Japan,NE Asia,0,30,10050,2019,8,158178,Queensland (QLD)
99726,Aug-19,O,Canberra,Doha,Qatar Airways,CBR-SYD-DOH,Qatar,Middle East,Qatar,Middle East,1,31,11098,2019,8,477567,Australian Capital Territory (ACT)
99727,Aug-19,O,Canberra,Singapore,Singapore Airlines,SYD-CBR-SIN,Singapore,SE Asia,Singapore,SE Asia,0,31,8204,2019,8,477567,Australian Capital Territory (ACT)
99728,Aug-19,O,Darwin,Denpasar,Jetstar,DRW-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,17,3144,2019,8,135982,Northern Territory (NT)
